 17  PHOffset	  174
 19  Vcomp_ADC	   10
 20  PHScale	  104
 22  VIColOr	   99
 25  VCal	  255
 26  CalDel	  127
253  CtrlReg	    4
254  WBC	  100
255  RBReg	   12
  1  Vdig	    8
  2  Vana	   87
  3  Vsh	   30
  4  Vcomp	   12
  7  VwllPr	  160
  9  VwllSh	  160
 10  VhldDel	  252
 11  Vtrim	  193
 12  VthrComp	  111
 13  VIBias_Bus	   60
 17  PHOffset	  177
 19  Vcomp_ADC	   10
 20  PHScale	  104
 22  VIColOr	   99
 25  VCal	  255
 26  CalDel	   94
253  CtrlReg	    4
254  WBC	  100
255  RBReg	   12
  1  Vdig	    8
  2  Vana	   77
  3  Vsh	   30
  4  Vcomp	   12
  7  VwllPr	  160
  9  VwllSh	  160
 10  VhldDel	  252
 11  Vtrim	  151
 12  VthrComp	   81
 13  VIBias_Bus	   60
 17  PHOffset	  156
 19  Vcomp_ADC	   10
 20  PHScale	   98
 22  VIColOr	   99
 25  VCal	  255
 26  CalDel	  125
253  CtrlReg	    4
254  WBC	  100
255  RBReg	   12
  1  Vdig	    8
  2  Vana	   84
  3  Vsh	   30
  4  Vcomp	   12
  7  VwllPr	  160
  9  VwllSh	  160
 10  VhldDel	  252
 11  Vtrim	  179
 12  VthrComp	   96
 13  VIBias_Bus	   60
 17  PHOffset	  173
 19  Vcomp_ADC	   10
 20  PHScale	  112
 22  VIColOr	   99
 25  VCal	  255
 26  CalDel	  113
253  CtrlReg	    4
254  WBC	  100
255  RBReg	   12
  1  Vdig	    8
  2  Vana	   92
  3  Vsh	   30
  4  Vcomp	   12
  7  VwllPr	  160
  9  VwllSh	  160
 10  VhldDel	  252
 11  Vtrim	  163
 12  VthrComp	  103
 13  VIBias_Bus	   60
 17  PHOffset	  181
 19  Vcomp_ADC	   10
 20  PHScale	  104
 22  VIColOr	   99
 25  VCal	  255
 26  CalDel	  121
253  CtrlReg	    4
254  WBC	  100
255  RBReg	   12
  1  Vdig	    8
  2  Vana	   87
  3  Vsh	   30
  4  Vcomp	   12
  7  VwllPr	  160
  9  VwllSh	  160
 10  VhldDel	  252
 11  Vtrim	  175
 12  VthrComp	  106
 13  VIBias_Bus	   60
 17  PHOffset	  170
 19  Vcomp_ADC	   10
 20  PHScale	  112
 22  VIColOr	   99
 25  VCal	  255
 26  CalDel	  118
253  CtrlReg	    4
254  WBC	  100
255  RBReg	   12
  1  Vdig	    8
  2  Vana	   92
  3  Vsh	   30
  4  Vcomp	   12
  7  VwllPr	  160
  9  VwllSh	  160
 10  VhldDel	  252
 11  Vtrim	  129
 12  VthrComp	   99
 13  VIBias_Bus	   60
 17  PHOffset	  170
 19  Vcomp_ADC	   10
 20  PHScale	  110
 22  VIColOr	   99
 25  VCal	  255
 26  CalDel	  109
253  CtrlReg	    4
254  WBC	  100
255  RBReg	   12
  1  Vdig	    8
  2  Vana	   84
  3  Vsh	   30
  4  Vcomp	   12
  7  VwllPr	  160
  9  VwllSh	  160
 10  VhldDel	  252
 11  Vtrim	  133
 12  VthrComp	   98
 13  VIBias_Bus	   60
 17  PHOffset	  169
 19  Vcomp_ADC	   10
 20  PHScale	  100
 22  VIColOr	   99
 25  VCal	  255
 26  CalDel	  126
253  CtrlReg	    4
254  WBC	  100
255  RBReg	   12
  1  Vdig	    8
  2  Vana	   86
  3  Vsh	   30
  4  Vcomp	   12
  7  VwllPr	  160
  9  VwllSh	  160
 10  VhldDel	  252
 11  Vtrim	  157
 12  VthrComp	  100
 13  VIBias_Bus	   60
 17  PHOffset	  167
 19  Vcomp_ADC	   10
 20  PHScale	  112
 22  VIColOr	   99
 25  VCal	  255
 26  CalDel	  130
253  CtrlReg	    4
254  WBC	  100
255  RBReg	   12
  1  Vdig	    8
  2  Vana	   79
  3  Vsh	   30
  4  Vcomp	   12
  7  VwllPr	  160
  9  VwllSh	  160
 10  VhldDel	  252
 11  Vtrim	  187
 12  VthrComp	   97
 13  VIBias_Bus	   60
 17  PHOffset	  173
 19  Vcomp_ADC	   10
 20  PHScale	  110
 22  VIColOr	   99
 25  VCal	  255
 26  CalDel	  131
253  CtrlReg	    4
254  WBC	  100
255  RBReg	   12
  1  Vdig	    8
  2  Vana	   94
  3  Vsh	   30
  4  Vcomp	   12
  7  VwllPr	  160
  9  VwllSh	  160
 10  VhldDel	  252
 11  Vtrim	  157
 12  VthrComp	   88
 13  VIBias_Bus	   60
 17  PHOffset	  170
 19  Vcomp_ADC	   10
 20  PHScale	   98
 22  VIColOr	   99
 25  VCal	  255
 26  CalDel	  120
253  CtrlReg	    4
254  WBC	  100
255  RBReg	   12
  1  Vdig	    8
  2  Vana	   89
  3  Vsh	   30
  4  Vcomp	   12
  7  VwllPr	  160
  9  VwllSh	  160
 10  VhldDel	  252
 11  Vtrim	  155
 12  VthrComp	   94
 13  VIBias_Bus	   60
 17  PHOffset	  174
 19  Vcomp_ADC	   10
 20  PHScale	  107
 22  VIColOr	   99
 25  VCal	  255
 26  CalDel	  125
253  CtrlReg	    4
254  WBC	  100
255  RBReg	   12
