 11  Vtrim	  179
 12  VthrComp	   81
 13  VIBias_Bus	   60
 17  PHOffset	  161
 19  Vcomp_ADC	   10
 20  PHScale	  118
 22  VIColOr	   99
 25  VCal	  255
 26  CalDel	  107
253  CtrlReg	    4
254  WBC	  100
255  RBReg	   12
  1  Vdig	    8
  2  Vana	   75
  3  Vsh	   30
  4  Vcomp	   12
  7  VwllPr	  160
  9  VwllSh	  160
 10  VhldDel	  252
 11  Vtrim	  133
 12  VthrComp	   83
 13  VIBias_Bus	   60
 17  PHOffset	  166
 19  Vcomp_ADC	   10
 20  PHScale	  107
 22  VIColOr	   99
 25  VCal	  255
 26  CalDel	  120
253  CtrlReg	    4
254  WBC	  100
255  RBReg	   12
  1  Vdig	    8
  2  Vana	   85
  3  Vsh	   30
  4  Vcomp	   12
  7  VwllPr	  160
  9  VwllSh	  160
 10  VhldDel	  252
 11  Vtrim	  177
 12  VthrComp	   94
 13  VIBias_Bus	   60
 17  PHOffset	  160
 19  Vcomp_ADC	   10
 20  PHScale	  101
 22  VIColOr	   99
 25  VCal	  255
 26  CalDel	  123
253  CtrlReg	    4
254  WBC	  100
255  RBReg	   12
  1  Vdig	    8
  2  Vana	   90
  3  Vsh	   30
  4  Vcomp	   12
  7  VwllPr	  160
  9  VwllSh	  160
 10  VhldDel	  252
 11  Vtrim	  139
 12  VthrComp	   98
 13  VIBias_Bus	   60
 17  PHOffset	  149
 19  Vcomp_ADC	   10
 20  PHScale	  111
 22  VIColOr	   99
 25  VCal	  255
 26  CalDel	  144
253  CtrlReg	    4
254  WBC	  100
255  RBReg	   12
  1  Vdig	    8
  2  Vana	   94
  3  Vsh	   30
  4  Vcomp	   12
  7  VwllPr	  160
  9  VwllSh	  160
 10  VhldDel	  252
 11  Vtrim	  121
 12  VthrComp	   89
 13  VIBias_Bus	   60
 17  PHOffset	  159
 19  Vcomp_ADC	   10
 20  PHScale	  112
 22  VIColOr	   99
 25  VCal	  255
 26  CalDel	   97
253  CtrlReg	    4
254  WBC	  100
255  RBReg	   12
  1  Vdig	    8
  2  Vana	   90
  3  Vsh	   30
  4  Vcomp	   12
  7  VwllPr	  160
  9  VwllSh	  160
 10  VhldDel	  252
 11  Vtrim	  180
 12  VthrComp	   94
 13  VIBias_Bus	   60
 17  PHOffset	  255
 19  Vcomp_ADC	   10
 20  PHScale	  255
 22  VIColOr	   99
 25  VCal	  255
 26  CalDel	  127
253  CtrlReg	    4
254  WBC	  100
255  RBReg	   12
  1  Vdig	    8
  2  Vana	   80
  3  Vsh	   30
  4  Vcomp	   12
  7  VwllPr	  160
  9  VwllSh	  160
 10  VhldDel	  252
 11  Vtrim	  169
 12  VthrComp	   79
 13  VIBias_Bus	   60
 17  PHOffset	  170
 19  Vcomp_ADC	   10
 20  PHScale	  112
 22  VIColOr	   99
 25  VCal	  255
 26  CalDel	  130
253  CtrlReg	    4
254  WBC	  100
255  RBReg	   12
  1  Vdig	    8
  2  Vana	   87
  3  Vsh	   30
  4  Vcomp	   12
  7  VwllPr	  160
  9  VwllSh	  160
 10  VhldDel	  252
 11  Vtrim	  177
 12  VthrComp	   89
 13  VIBias_Bus	   60
 17  PHOffset	  153
 19  Vcomp_ADC	   10
 20  PHScale	  108
 22  VIColOr	   99
 25  VCal	  255
 26  CalDel	  111
253  CtrlReg	    4
254  WBC	  100
255  RBReg	   12
  1  Vdig	    8
  2  Vana	   94
  3  Vsh	   30
  4  Vcomp	   12
  7  VwllPr	  160
  9  VwllSh	  160
 10  VhldDel	  252
 11  Vtrim	  177
 12  VthrComp	   89
 13  VIBias_Bus	   60
 17  PHOffset	  162
 19  Vcomp_ADC	   10
 20  PHScale	  115
 22  VIColOr	   99
 25  VCal	  255
 26  CalDel	  112
253  CtrlReg	    4
254  WBC	  100
255  RBReg	   12
